                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    480,                0.29056,                0.27138,                0.88595,                0.99644,                      1,                  0.995,                0.99211,                 0.1485,                0.13629,                0.76478,             2.0632e-05,             2.0632e-05,             2.0632e-05
                    481,                0.33499,                0.29419,                 0.9146,                0.99643,                      1,                  0.995,                0.99213,                0.14731,                0.13507,                0.76449,              1.984e-05,              1.984e-05,              1.984e-05
                    482,                0.29814,                0.26921,                0.87367,                0.99645,                      1,                  0.995,                0.99221,                0.14637,                0.13669,                0.76429,             1.9048e-05,             1.9048e-05,             1.9048e-05
                    483,                0.32603,                0.30838,                0.88898,                0.99643,                      1,                  0.995,                0.99219,                0.14579,                0.13499,                0.76426,             1.8256e-05,             1.8256e-05,             1.8256e-05
                    484,                0.28591,                0.29064,                0.87569,                0.99643,                      1,                  0.995,                0.99219,                0.14615,                0.13549,                0.76405,             1.7464e-05,             1.7464e-05,             1.7464e-05
                    485,                0.33542,                0.30989,                 0.9067,                0.99647,                      1,                  0.995,                0.99228,                0.14583,                0.13342,                0.76387,             1.6672e-05,             1.6672e-05,             1.6672e-05
                    486,                0.29578,                0.30674,                0.88209,                0.99642,                      1,                  0.995,                0.99229,                0.14555,                0.13304,                0.76374,              1.588e-05,              1.588e-05,              1.588e-05
                    487,                0.32873,                0.28929,                0.90339,                0.99646,                      1,                  0.995,                0.99239,                0.14589,                0.13141,                0.76345,             1.5088e-05,             1.5088e-05,             1.5088e-05
                    488,                0.30682,                0.28364,                0.88879,                0.99654,                      1,                  0.995,                0.99238,                 0.1452,                0.13146,                0.76343,             1.4296e-05,             1.4296e-05,             1.4296e-05
                    489,                0.30461,                0.28478,                0.88968,                0.99663,                      1,                  0.995,                 0.9924,                0.14589,                0.13366,                0.76367,             1.3504e-05,             1.3504e-05,             1.3504e-05
                    490,                0.31398,                0.26928,                0.87279,                0.99665,                      1,                  0.995,                0.99241,                0.14564,                0.13337,                0.76376,             1.2712e-05,             1.2712e-05,             1.2712e-05
                    491,                0.26566,                0.26484,                0.86916,                0.99674,                      1,                  0.995,                0.99243,                0.14508,                0.13169,                0.76361,              1.192e-05,              1.192e-05,              1.192e-05
                    492,                0.28325,                0.25776,                0.87364,                0.99675,                      1,                  0.995,                0.99242,                0.14474,                0.13192,                 0.7635,             1.1128e-05,             1.1128e-05,             1.1128e-05
                    493,                0.26346,                0.25406,                0.85149,                 0.9968,                      1,                  0.995,                0.99251,                0.14278,                0.13137,                0.76326,             1.0336e-05,             1.0336e-05,             1.0336e-05
                    494,                 0.2913,                0.28619,                0.88243,                0.99684,                      1,                  0.995,                0.99245,                0.14166,                0.13227,                 0.7631,              9.544e-06,              9.544e-06,              9.544e-06
                    495,                0.29855,                0.28513,                0.87781,                0.99685,                      1,                  0.995,                0.99251,                0.14183,                0.13082,                 0.7628,              8.752e-06,              8.752e-06,              8.752e-06
                    496,                 0.2987,                0.29506,                0.87993,                0.99689,                      1,                  0.995,                0.99251,                  0.142,                0.13022,                0.76281,               7.96e-06,               7.96e-06,               7.96e-06
                    497,                0.32604,                 0.3066,                0.90118,                0.99684,                      1,                  0.995,                 0.9925,                0.14226,                0.12867,                0.76293,              7.168e-06,              7.168e-06,              7.168e-06
                    498,                0.27867,                0.26502,                0.86759,                0.99689,                      1,                  0.995,                0.99242,                0.14213,                0.12848,                0.76287,              6.376e-06,              6.376e-06,              6.376e-06
                    499,                0.33837,                0.33413,                0.89073,                0.99688,                      1,                  0.995,                0.99241,                0.14284,                0.12881,                0.76274,              5.584e-06,              5.584e-06,              5.584e-06
